departure_day_of_week,carrier,origin_airport,destination_airport,arrival_delay_minutes,is_cancelled,direction,dep_weather_temperature_c,dep_weather_dewpoint_c,dep_weather_humidity_pct,dep_weather_pressure_hpa,dep_weather_wind_kph,dep_weather_gust_kph,dep_weather_precip_mm,dep_weather_snow_mm,dep_weather_cloud_cover_pct,dep_weather_condition_code,dep_hour,dep_month,dep_day_of_month,is_delayed
6,WN,BWI,IND,-8.0,0,departure,1.1,-0.6,88,1011.6,9.0,18.0,0.0,0.0,55,2,9,12,27,0.0
6,WN,BWI,IND,-13.0,0,departure,1.4,-2.5,76,1021.5,5.2,15.5,0.0,0.0,65,2,22,12,27,0.0
6,WN,BWI,ISP,41.0,0,departure,1.4,-2.5,76,1021.5,5.2,15.5,0.0,0.0,65,2,22,12,27,1.0
6,WN,BWI,ISP,7.0,0,departure,4.7,-1.9,63,1019.2,12.8,29.5,0.0,0.0,93,3,19,12,27,0.0
6,WN,BWI,ISP,4.0,0,departure,0.9,-0.7,89,1012.6,8.8,17.3,0.0,0.0,9,0,10,12,27,0.0
6,WN,BWI,JAN,3.0,0,departure,1.9,-0.6,84,1018.3,9.6,19.4,0.0,0.0,100,3,14,12,27,0.0
6,WN,BWI,JAX,26.0,0,departure,3.8,-2.0,66,1020.8,7.6,25.6,0.0,0.0,80,3,21,12,27,1.0
6,WN,BWI,JAX,-23.0,0,departure,0.6,-0.9,90,1011.0,8.8,16.2,0.0,0.0,100,3,8,12,27,0.0
6,WN,BWI,JAX,-12.0,0,departure,4.6,-1.6,64,1019.0,12.3,29.5,0.0,0.0,98,3,18,12,27,0.0
6,WN,BWI,JAX,26.0,0,departure,1.5,-0.8,84,1015.6,6.7,16.2,0.0,0.0,100,3,12,12,27,1.0
6,WN,BWI,LAS,1.0,0,departure,1.2,0.3,93,1009.4,4.8,13.3,0.0,0.0,100,3,6,12,27,0.0
6,WN,BWI,LAS,20.0,0,departure,3.8,-2.0,66,1020.8,7.6,25.6,0.0,0.0,80,3,21,12,27,1.0
6,WN,BWI,LAS,27.0,0,departure,1.4,-0.7,86,1016.9,8.5,15.8,0.0,0.0,100,3,13,12,27,1.0
6,WN,BWI,LAS,41.0,0,departure,4.6,-1.6,64,1019.0,12.3,29.5,0.0,0.0,98,3,18,12,27,1.0
6,WN,BWI,LAX,15.0,0,departure,1.2,0.3,93,1009.4,4.8,13.3,0.0,0.0,100,3,6,12,27,1.0
6,WN,BWI,LAX,36.0,0,departure,3.8,-2.0,66,1020.8,7.6,25.6,0.0,0.0,80,3,21,12,27,1.0
6,WN,BWI,LAX,102.0,0,departure,3.3,-1.1,73,1019.6,7.8,19.4,0.0,0.0,100,3,16,12,27,1.0
6,WN,BWI,LGB,38.0,0,departure,1.4,-0.7,86,1016.9,8.5,15.8,0.0,0.0,100,3,13,12,27,1.0
6,WN,BWI,MCI,118.0,0,departure,3.8,-2.0,66,1020.8,7.6,25.6,0.0,0.0,80,3,21,12,27,1.0
6,WN,BWI,MCI,13.0,0,departure,1.1,-0.6,88,1011.6,9.0,18.0,0.0,0.0,55,2,9,12,27,0.0
6,WN,BWI,MCO,34.0,0,departure,2.4,-0.8,79,1019.4,8.7,19.8,0.0,0.0,100,3,15,12,27,1.0
6,WN,BWI,MCO,46.0,0,departure,1.2,0.3,93,1009.4,4.8,13.3,0.0,0.0,100,3,6,12,27,1.0
6,WN,BWI,MCO,37.0,0,departure,1.1,-0.6,88,1011.6,9.0,18.0,0.0,0.0,55,2,9,12,27,1.0
6,WN,BWI,MCO,178.0,0,departure,0.6,-1.0,89,1013.9,8.6,16.6,0.0,0.0,71,2,11,12,27,1.0
6,WN,BWI,MCO,171.0,0,departure,1.4,-0.7,86,1016.9,8.5,15.8,0.0,0.0,100,3,13,12,27,1.0
6,WN,BWI,MCO,37.0,0,departure,3.8,-2.0,66,1020.8,7.6,25.6,0.0,0.0,80,3,21,12,27,1.0
6,WN,BWI,MCO,53.0,0,departure,4.7,-1.9,63,1019.2,12.8,29.5,0.0,0.0,93,3,19,12,27,1.0
6,WN,BWI,MCO,105.0,0,departure,1.9,-0.6,84,1018.3,9.6,19.4,0.0,0.0,100,3,14,12,27,1.0
6,WN,BWI,MCO,,1,departure,0.6,-0.9,90,1011.0,8.8,16.2,0.0,0.0,100,3,8,12,27,
6,WN,BWI,MCO,25.0,0,departure,4.6,-1.6,64,1019.0,12.3,29.5,0.0,0.0,98,3,18,12,27,1.0
6,WN,BWI,MDW,1.0,0,departure,1.5,-0.1,89,1009.8,6.0,10.8,0.0,0.0,9,0,7,12,27,0.0
6,WN,BWI,MDW,-3.0,0,departure,4.6,-2.2,62,1020.0,11.2,28.4,0.0,0.0,84,3,20,12,27,0.0
6,WN,BWI,MDW,12.0,0,departure,3.3,-1.1,73,1019.6,7.8,19.4,0.0,0.0,100,3,16,12,27,0.0
6,WN,BWI,MDW,117.0,0,departure,1.4,-2.5,76,1021.5,5.2,15.5,0.0,0.0,65,2,22,12,27,1.0
6,WN,BWI,MDW,69.0,0,departure,1.9,-0.6,84,1018.3,9.6,19.4,0.0,0.0,100,3,14,12,27,1.0
6,WN,BWI,MEM,139.0,0,departure,4.6,-1.6,64,1019.0,12.3,29.5,0.0,0.0,98,3,18,12,27,1.0
6,WN,BWI,MHT,-3.0,0,departure,2.4,-0.8,79,1019.4,8.7,19.8,0.0,0.0,100,3,15,12,27,0.0
6,WN,BWI,MHT,-7.0,0,departure,1.2,0.3,93,1009.4,4.8,13.3,0.0,0.0,100,3,6,12,27,0.0
6,WN,BWI,MHT,29.0,0,departure,0.9,-0.7,89,1012.6,8.8,17.3,0.0,0.0,9,0,10,12,27,1.0
6,WN,BWI,MHT,35.0,0,departure,1.4,-2.5,76,1021.5,5.2,15.5,0.0,0.0,65,2,22,12,27,1.0
6,WN,BWI,MHT,17.0,0,departure,1.4,-0.7,86,1016.9,8.5,15.8,0.0,0.0,100,3,13,12,27,1.0
6,WN,BWI,MIA,7.0,0,departure,3.8,-2.0,66,1020.8,7.6,25.6,0.0,0.0,80,3,21,12,27,0.0
6,WN,BWI,MIA,-14.0,0,departure,1.2,0.3,93,1009.4,4.8,13.3,0.0,0.0,100,3,6,12,27,0.0
6,WN,BWI,MIA,45.0,0,departure,0.6,-0.9,90,1011.0,8.8,16.2,0.0,0.0,100,3,8,12,27,1.0
6,WN,BWI,MIA,290.0,0,departure,1.5,-0.8,84,1015.6,6.7,16.2,0.0,0.0,100,3,12,12,27,1.0
6,WN,BWI,MIA,103.0,0,departure,3.3,-1.1,73,1019.6,7.8,19.4,0.0,0.0,100,3,16,12,27,1.0
6,WN,BWI,MKE,32.0,0,departure,1.4,-2.5,76,1021.5,5.2,15.5,0.0,0.0,65,2,22,12,27,1.0
6,WN,BWI,MKE,20.0,0,departure,1.5,-0.8,84,1015.6,6.7,16.2,0.0,0.0,100,3,12,12,27,1.0
6,WN,BWI,MSP,27.0,0,departure,2.4,-0.8,79,1019.4,8.7,19.8,0.0,0.0,100,3,15,12,27,1.0
6,WN,BWI,MSY,7.0,0,departure,3.8,-2.0,66,1020.8,7.6,25.6,0.0,0.0,80,3,21,12,27,0.0
6,WN,BWI,MSY,12.0,0,departure,0.9,-0.7,89,1012.6,8.8,17.3,0.0,0.0,9,0,10,12,27,0.0
6,WN,BWI,MSY,-7.0,0,departure,3.3,-1.1,73,1019.6,7.8,19.4,0.0,0.0,100,3,16,12,27,0.0
6,WN,BWI,MYR,36.0,0,departure,4.6,-2.2,62,1020.0,11.2,28.4,0.0,0.0,84,3,20,12,27,1.0
6,WN,BWI,MYR,7.0,0,departure,2.4,-0.8,79,1019.4,8.7,19.8,0.0,0.0,100,3,15,12,27,0.0
6,WN,BWI,MYR,-24.0,0,departure,0.6,-0.9,90,1011.0,8.8,16.2,0.0,0.0,100,3,8,12,27,0.0
6,WN,BWI,ONT,54.0,0,departure,4.6,-2.2,62,1020.0,11.2,28.4,0.0,0.0,84,3,20,12,27,1.0
6,WN,BWI,ORF,-4.0,0,departure,0.6,-0.9,90,1011.0,8.8,16.2,0.0,0.0,100,3,8,12,27,0.0
6,WN,BWI,ORF,44.0,0,departure,1.9,-0.6,84,1018.3,9.6,19.4,0.0,0.0,100,3,14,12,27,1.0
6,WN,BWI,ORF,22.0,0,departure,4.1,-1.5,67,1019.1,8.4,20.9,0.0,0.0,99,3,17,12,27,1.0
6,WN,BWI,ORF,25.0,0,departure,1.4,-2.5,76,1021.5,5.2,15.5,0.0,0.0,65,2,22,12,27,1.0
6,WN,BWI,PBI,,1,departure,0.6,-0.9,90,1011.0,8.8,16.2,0.0,0.0,100,3,8,12,27,
6,WN,BWI,PBI,104.0,0,departure,4.1,-1.5,67,1019.1,8.4,20.9,0.0,0.0,99,3,17,12,27,1.0
6,WN,BWI,PBI,36.0,0,departure,4.6,-2.2,62,1020.0,11.2,28.4,0.0,0.0,84,3,20,12,27,1.0
6,WN,BWI,PBI,119.0,0,departure,0.6,-1.0,89,1013.9,8.6,16.6,0.0,0.0,71,2,11,12,27,1.0
6,WN,BWI,PHX,32.0,0,departure,1.9,-0.6,84,1018.3,9.6,19.4,0.0,0.0,100,3,14,12,27,1.0
6,WN,BWI,PHX,45.0,0,departure,3.8,-2.0,66,1020.8,7.6,25.6,0.0,0.0,80,3,21,12,27,1.0
6,WN,BWI,PHX,15.0,0,departure,1.2,0.3,93,1009.4,4.8,13.3,0.0,0.0,100,3,6,12,27,1.0
6,WN,BWI,PIT,75.0,0,departure,1.4,-2.5,76,1021.5,5.2,15.5,0.0,0.0,65,2,22,12,27,1.0
6,WN,BWI,PIT,16.0,0,departure,0.9,-0.7,89,1012.6,8.8,17.3,0.0,0.0,9,0,10,12,27,1.0
6,WN,BWI,PVD,-10.0,0,departure,0.9,-0.7,89,1012.6,8.8,17.3,0.0,0.0,9,0,10,12,27,0.0
6,WN,BWI,PVD,13.0,0,departure,1.2,0.3,93,1009.4,4.8,13.3,0.0,0.0,100,3,6,12,27,0.0
6,WN,BWI,PVD,9.0,0,departure,1.9,-0.6,84,1018.3,9.6,19.4,0.0,0.0,100,3,14,12,27,0.0
6,WN,BWI,PVD,51.0,0,departure,4.7,-1.9,63,1019.2,12.8,29.5,0.0,0.0,93,3,19,12,27,1.0
6,WN,BWI,PVD,-7.0,0,departure,1.4,-2.5,76,1021.5,5.2,15.5,0.0,0.0,65,2,22,12,27,0.0
6,WN,BWI,PWM,12.0,0,departure,0.9,-0.7,89,1012.6,8.8,17.3,0.0,0.0,9,0,10,12,27,0.0
6,WN,BWI,PWM,2.0,0,departure,2.4,-0.8,79,1019.4,8.7,19.8,0.0,0.0,100,3,15,12,27,0.0
6,WN,BWI,PWM,12.0,0,departure,1.5,-0.8,84,1015.6,6.7,16.2,0.0,0.0,100,3,12,12,27,0.0
6,WN,BWI,PWM,26.0,0,departure,1.4,-2.5,76,1021.5,5.2,15.5,0.0,0.0,65,2,22,12,27,1.0
6,WN,BWI,RDU,6.0,0,departure,4.6,-1.6,64,1019.0,12.3,29.5,0.0,0.0,98,3,18,12,27,0.0
6,WN,BWI,RDU,22.0,0,departure,1.9,-0.6,84,1018.3,9.6,19.4,0.0,0.0,100,3,14,12,27,1.0
6,WN,BWI,RDU,2.0,0,departure,1.2,0.3,93,1009.4,4.8,13.3,0.0,0.0,100,3,6,12,27,0.0
6,WN,BWI,RDU,-17.0,0,departure,0.6,-0.9,90,1011.0,8.8,16.2,0.0,0.0,100,3,8,12,27,0.0
6,WN,BWI,RDU,25.0,0,departure,1.4,-2.5,76,1021.5,5.2,15.5,0.0,0.0,65,2,22,12,27,1.0
6,WN,BWI,RIC,45.0,0,departure,1.4,-2.5,76,1021.5,5.2,15.5,0.0,0.0,65,2,22,12,27,1.0
6,WN,BWI,RIC,6.0,0,departure,1.5,-0.8,84,1015.6,6.7,16.2,0.0,0.0,100,3,12,12,27,0.0
6,WN,BWI,ROC,42.0,0,departure,1.4,-2.5,76,1021.5,5.2,15.5,0.0,0.0,65,2,22,12,27,1.0
6,WN,BWI,ROC,-2.0,0,departure,0.9,-0.7,89,1012.6,8.8,17.3,0.0,0.0,9,0,10,12,27,0.0
6,WN,BWI,ROC,60.0,0,departure,1.4,-0.7,86,1016.9,8.5,15.8,0.0,0.0,100,3,13,12,27,1.0
6,WN,BWI,ROC,10.0,0,departure,3.3,-1.1,73,1019.6,7.8,19.4,0.0,0.0,100,3,16,12,27,0.0
6,WN,BWI,RSW,11.0,0,departure,1.2,0.3,93,1009.4,4.8,13.3,0.0,0.0,100,3,6,12,27,0.0
6,WN,BWI,RSW,15.0,0,departure,4.6,-2.2,62,1020.0,11.2,28.4,0.0,0.0,84,3,20,12,27,1.0
6,WN,BWI,RSW,135.0,0,departure,0.6,-1.0,89,1013.9,8.6,16.6,0.0,0.0,71,2,11,12,27,1.0
6,WN,BWI,RSW,124.0,0,departure,1.9,-0.6,84,1018.3,9.6,19.4,0.0,0.0,100,3,14,12,27,1.0
6,WN,BWI,RSW,90.0,0,departure,0.9,-0.7,89,1012.6,8.8,17.3,0.0,0.0,9,0,10,12,27,1.0
6,WN,BWI,RSW,19.0,0,departure,4.6,-1.6,64,1019.0,12.3,29.5,0.0,0.0,98,3,18,12,27,1.0
6,WN,BWI,RSW,3.0,0,departure,1.5,-0.1,89,1009.8,6.0,10.8,0.0,0.0,9,0,7,12,27,0.0
6,WN,BWI,SAN,23.0,0,departure,4.6,-2.2,62,1020.0,11.2,28.4,0.0,0.0,84,3,20,12,27,1.0
6,WN,BWI,SAN,75.0,0,departure,0.6,-0.9,90,1011.0,8.8,16.2,0.0,0.0,100,3,8,12,27,1.0
6,WN,BWI,SAT,,1,departure,0.6,-0.9,90,1011.0,8.8,16.2,0.0,0.0,100,3,8,12,27,
6,WN,BWI,SAT,60.0,0,departure,1.9,-0.6,84,1018.3,9.6,19.4,0.0,0.0,100,3,14,12,27,1.0
6,WN,BWI,SAT,61.0,0,departure,3.8,-2.0,66,1020.8,7.6,25.6,0.0,0.0,80,3,21,12,27,1.0
6,WN,BWI,SAV,-17.0,0,departure,0.6,-0.9,90,1011.0,8.8,16.2,0.0,0.0,100,3,8,12,27,0.0
6,WN,BWI,SAV,-14.0,0,departure,3.8,-2.0,66,1020.8,7.6,25.6,0.0,0.0,80,3,21,12,27,0.0
6,WN,BWI,SAV,30.0,0,departure,2.4,-0.8,79,1019.4,8.7,19.8,0.0,0.0,100,3,15,12,27,1.0
6,WN,BWI,SDF,101.0,0,departure,1.4,-2.5,76,1021.5,5.2,15.5,0.0,0.0,65,2,22,12,27,1.0
6,WN,BWI,SDF,193.0,0,departure,0.9,-0.7,89,1012.6,8.8,17.3,0.0,0.0,9,0,10,12,27,1.0
6,WN,BWI,SFO,33.0,0,departure,4.6,-2.2,62,1020.0,11.2,28.4,0.0,0.0,84,3,20,12,27,1.0
6,WN,BWI,SJU,-13.0,0,departure,0.6,-0.9,90,1011.0,8.8,16.2,0.0,0.0,100,3,8,12,27,0.0
6,WN,BWI,SJU,-1.0,0,departure,4.7,-1.9,63,1019.2,12.8,29.5,0.0,0.0,93,3,19,12,27,0.0
6,WN,BWI,SJU,185.0,0,departure,1.5,-0.8,84,1015.6,6.7,16.2,0.0,0.0,100,3,12,12,27,1.0
6,WN,BWI,SLC,28.0,0,departure,4.6,-2.2,62,1020.0,11.2,28.4,0.0,0.0,84,3,20,12,27,1.0
6,WN,BWI,SMF,30.0,0,departure,3.8,-2.0,66,1020.8,7.6,25.6,0.0,0.0,80,3,21,12,27,1.0
6,WN,BWI,SRQ,82.0,0,departure,3.8,-2.0,66,1020.8,7.6,25.6,0.0,0.0,80,3,21,12,27,1.0
6,WN,BWI,SRQ,105.0,0,departure,1.9,-0.6,84,1018.3,9.6,19.4,0.0,0.0,100,3,14,12,27,1.0
6,WN,BWI,SRQ,-14.0,0,departure,0.6,-0.9,90,1011.0,8.8,16.2,0.0,0.0,100,3,8,12,27,0.0
6,WN,BWI,STL,143.0,0,departure,1.4,-0.7,86,1016.9,8.5,15.8,0.0,0.0,100,3,13,12,27,1.0
6,WN,BWI,STL,3.0,0,departure,1.5,-0.1,89,1009.8,6.0,10.8,0.0,0.0,9,0,7,12,27,0.0
6,WN,BWI,STL,76.0,0,departure,4.6,-1.6,64,1019.0,12.3,29.5,0.0,0.0,98,3,18,12,27,1.0
6,WN,BWI,STL,17.0,0,departure,1.4,-2.5,76,1021.5,5.2,15.5,0.0,0.0,65,2,22,12,27,1.0
6,WN,BWI,TPA,-18.0,0,departure,1.2,0.3,93,1009.4,4.8,13.3,0.0,0.0,100,3,6,12,27,0.0
6,WN,BWI,TPA,10.0,0,departure,4.6,-1.6,64,1019.0,12.3,29.5,0.0,0.0,98,3,18,12,27,0.0
6,WN,BWI,TPA,43.0,0,departure,1.5,-0.8,84,1015.6,6.7,16.2,0.0,0.0,100,3,12,12,27,1.0
6,WN,BWI,TPA,-17.0,0,departure,0.6,-0.9,90,1011.0,8.8,16.2,0.0,0.0,100,3,8,12,27,0.0
6,WN,BWI,TPA,42.0,0,departure,1.9,-0.6,84,1018.3,9.6,19.4,0.0,0.0,100,3,14,12,27,1.0
6,WN,CHS,BWI,12.0,0,arrival,1.4,-0.7,86,1016.9,8.5,15.8,0.0,0.0,100,3,13,12,27,0.0
6,WN,CHS,BWI,27.0,0,arrival,4.6,-2.2,62,1020.0,11.2,28.4,0.0,0.0,84,3,20,12,27,1.0
6,WN,CHS,BWI,21.0,0,arrival,0.6,-0.9,90,1011.0,8.8,16.2,0.0,0.0,100,3,8,12,27,1.0
6,WN,CLE,BWI,12.0,0,arrival,3.3,-1.1,73,1019.6,7.8,19.4,0.0,0.0,100,3,16,12,27,0.0
6,WN,CLE,BWI,-19.0,0,arrival,2.3,0.1,85,1008.6,4.5,17.3,0.0,0.0,100,3,5,12,27,0.0
6,WN,CLT,BWI,7.0,0,arrival,4.6,-2.2,62,1020.0,11.2,28.4,0.0,0.0,84,3,20,12,27,0.0
6,WN,CLT,BWI,15.0,0,arrival,1.5,-0.8,84,1015.6,6.7,16.2,0.0,0.0,100,3,12,12,27,1.0
6,WN,CLT,BWI,-20.0,0,arrival,1.5,-0.1,89,1009.8,6.0,10.8,0.0,0.0,9,0,7,12,27,0.0
6,WN,CMH,BWI,-17.0,0,arrival,2.3,0.1,85,1008.6,4.5,17.3,0.0,0.0,100,3,5,12,27,0.0
6,WN,CMH,BWI,167.0,0,arrival,4.6,-1.6,64,1019.0,12.3,29.5,0.0,0.0,98,3,18,12,27,1.0
6,WN,CMH,BWI,61.0,0,arrival,1.5,-0.8,84,1015.6,6.7,16.2,0.0,0.0,100,3,12,12,27,1.0
6,WN,COS,BWI,-17.0,0,arrival,0.9,-0.7,89,1012.6,8.8,17.3,0.0,0.0,9,0,10,12,27,0.0
6,WN,CVG,BWI,3.0,0,arrival,4.6,-1.6,64,1019.0,12.3,29.5,0.0,0.0,98,3,18,12,27,0.0
6,WN,CVG,BWI,-6.0,0,arrival,2.3,0.1,85,1008.6,4.5,17.3,0.0,0.0,100,3,5,12,27,0.0
6,WN,DAL,BWI,15.0,0,arrival,4.6,-1.6,64,1019.0,12.3,29.5,0.0,0.0,98,3,18,12,27,1.0
6,WN,DAL,BWI,0.0,0,arrival,1.2,0.3,93,1009.4,4.8,13.3,0.0,0.0,100,3,6,12,27,0.0
6,WN,DAL,BWI,18.0,0,arrival,3.8,-2.0,66,1020.8,7.6,25.6,0.0,0.0,80,3,21,12,27,1.0
6,WN,DAL,BWI,16.0,0,arrival,1.5,-0.8,84,1015.6,6.7,16.2,0.0,0.0,100,3,12,12,27,1.0
6,WN,DAL,BWI,10.0,0,arrival,1.1,-0.6,88,1011.6,9.0,18.0,0.0,0.0,55,2,9,12,27,0.0
6,WN,DEN,BWI,-18.0,0,arrival,2.3,0.1,85,1008.6,4.5,17.3,0.0,0.0,100,3,5,12,27,0.0
6,WN,DEN,BWI,13.0,0,arrival,3.3,-1.1,73,1019.6,7.8,19.4,0.0,0.0,100,3,16,12,27,0.0
6,WN,DEN,BWI,46.0,0,arrival,4.7,-1.9,63,1019.2,12.8,29.5,0.0,0.0,93,3,19,12,27,1.0
6,WN,DEN,BWI,-13.0,0,arrival,0.6,-2.9,78,1022.1,5.4,9.0,0.0,0.0,18,0,23,12,27,0.0
6,WN,DEN,BWI,0.0,0,arrival,1.5,-0.1,89,1009.8,6.0,10.8,0.0,0.0,9,0,7,12,27,0.0
6,WN,DEN,BWI,-2.0,0,arrival,4.6,-1.6,64,1019.0,12.3,29.5,0.0,0.0,98,3,18,12,27,0.0
6,WN,DEN,BWI,27.0,0,arrival,0.6,-1.0,89,1013.9,8.6,16.6,0.0,0.0,71,2,11,12,27,1.0
6,WN,DTW,BWI,-4.0,0,arrival,4.1,-1.5,67,1019.1,8.4,20.9,0.0,0.0,99,3,17,12,27,0.0
6,WN,DTW,BWI,4.0,0,arrival,2.3,0.1,85,1008.6,4.5,17.3,0.0,0.0,100,3,5,12,27,0.0
6,WN,DTW,BWI,5.0,0,arrival,1.5,-0.8,84,1015.6,6.7,16.2,0.0,0.0,100,3,12,12,27,0.0
6,WN,FLL,BWI,58.0,0,arrival,0.9,-0.7,89,1012.6,8.8,17.3,0.0,0.0,9,0,10,12,27,1.0
6,WN,FLL,BWI,-7.0,0,arrival,1.5,-0.1,89,1009.8,6.0,10.8,0.0,0.0,9,0,7,12,27,0.0
6,WN,FLL,BWI,,1,arrival,4.1,-1.5,67,1019.1,8.4,20.9,0.0,0.0,99,3,17,12,27,
6,WN,FLL,BWI,-11.0,0,arrival,1.2,0.3,93,1009.4,4.8,13.3,0.0,0.0,100,3,6,12,27,0.0
6,WN,FLL,BWI,,1,arrival,4.7,-1.9,63,1019.2,12.8,29.5,0.0,0.0,93,3,19,12,27,
6,WN,FLL,BWI,84.0,0,arrival,2.4,-0.8,79,1019.4,8.7,19.8,0.0,0.0,100,3,15,12,27,1.0
6,WN,FLL,BWI,,1,arrival,3.8,-2.0,66,1020.8,7.6,25.6,0.0,0.0,80,3,21,12,27,
6,WN,GRR,BWI,-18.0,0,arrival,1.5,-0.8,84,1015.6,6.7,16.2,0.0,0.0,100,3,12,12,27,0.0
6,WN,GSP,BWI,44.0,0,arrival,4.6,-2.2,62,1020.0,11.2,28.4,0.0,0.0,84,3,20,12,27,1.0
6,WN,GSP,BWI,-7.0,0,arrival,1.5,-0.1,89,1009.8,6.0,10.8,0.0,0.0,9,0,7,12,27,0.0
6,WN,HOU,BWI,83.0,0,arrival,4.6,-2.2,62,1020.0,11.2,28.4,0.0,0.0,84,3,20,12,27,1.0
6,WN,HOU,BWI,1.0,0,arrival,4.1,-1.5,67,1019.1,8.4,20.9,0.0,0.0,99,3,17,12,27,0.0
6,WN,HOU,BWI,12.0,0,arrival,1.5,-0.8,84,1015.6,6.7,16.2,0.0,0.0,100,3,12,12,27,0.0
6,WN,HOU,BWI,3.0,0,arrival,2.3,0.1,85,1008.6,4.5,17.3,0.0,0.0,100,3,5,12,27,0.0
6,WN,HOU,BWI,-6.0,0,arrival,1.5,-0.1,89,1009.8,6.0,10.8,0.0,0.0,9,0,7,12,27,0.0
6,WN,IND,BWI,-5.0,0,arrival,1.5,-0.8,84,1015.6,6.7,16.2,0.0,0.0,100,3,12,12,27,0.0
6,WN,IND,BWI,-30.0,0,arrival,2.3,0.1,85,1008.6,4.5,17.3,0.0,0.0,100,3,5,12,27,0.0
6,WN,IND,BWI,11.0,0,arrival,4.7,-1.9,63,1019.2,12.8,29.5,0.0,0.0,93,3,19,12,27,0.0
6,WN,ISP,BWI,0.0,0,arrival,2.3,0.1,85,1008.6,4.5,17.3,0.0,0.0,100,3,5,12,27,0.0
6,WN,ISP,BWI,4.0,0,arrival,4.1,-1.5,67,1019.1,8.4,20.9,0.0,0.0,99,3,17,12,27,0.0
6,WN,ISP,BWI,21.0,0,arrival,0.9,-0.7,89,1012.6,8.8,17.3,0.0,0.0,9,0,10,12,27,1.0
6,WN,JAN,BWI,17.0,0,arrival,4.1,-1.5,67,1019.1,8.4,20.9,0.0,0.0,99,3,17,12,27,1.0
6,WN,JAX,BWI,-9.0,0,arrival,2.3,0.1,85,1008.6,4.5,17.3,0.0,0.0,100,3,5,12,27,0.0
6,WN,JAX,BWI,31.0,0,arrival,2.4,-0.8,79,1019.4,8.7,19.8,0.0,0.0,100,3,15,12,27,1.0
6,WN,JAX,BWI,102.0,0,arrival,4.7,-1.9,63,1019.2,12.8,29.5,0.0,0.0,93,3,19,12,27,1.0
6,WN,JAX,BWI,5.0,0,arrival,0.6,-1.0,89,1013.9,8.6,16.6,0.0,0.0,71,2,11,12,27,0.0
6,WN,LAS,BWI,-20.0,0,arrival,1.4,-2.5,76,1021.5,5.2,15.5,0.0,0.0,65,2,22,12,27,0.0
6,WN,LAS,BWI,43.0,0,arrival,4.6,-1.6,64,1019.0,12.3,29.5,0.0,0.0,98,3,18,12,27,1.0
6,WN,LAS,BWI,-19.0,0,arrival,1.1,-0.6,88,1011.6,9.0,18.0,0.0,0.0,55,2,9,12,27,0.0
6,WN,LAS,BWI,-13.0,0,arrival,1.2,0.3,93,1009.4,4.8,13.3,0.0,0.0,100,3,6,12,27,0.0
6,WN,LAX,BWI,-29.0,0,arrival,2.3,0.1,85,1008.6,4.5,17.3,0.0,0.0,100,3,5,12,27,0.0
6,WN,LAX,BWI,18.0,0,arrival,0.9,-0.7,89,1012.6,8.8,17.3,0.0,0.0,9,0,10,12,27,1.0
6,WN,LAX,BWI,25.0,0,arrival,3.8,-2.0,66,1020.8,7.6,25.6,0.0,0.0,80,3,21,12,27,1.0
6,WN,LGB,BWI,-12.0,0,arrival,1.5,-0.1,89,1009.8,6.0,10.8,0.0,0.0,9,0,7,12,27,0.0
6,WN,MCI,BWI,43.0,0,arrival,4.1,-1.5,67,1019.1,8.4,20.9,0.0,0.0,99,3,17,12,27,1.0
6,WN,MCI,BWI,-21.0,0,arrival,1.2,0.3,93,1009.4,4.8,13.3,0.0,0.0,100,3,6,12,27,0.0
6,WN,MCO,BWI,56.0,0,arrival,4.6,-2.2,62,1020.0,11.2,28.4,0.0,0.0,84,3,20,12,27,1.0
6,WN,MCO,BWI,141.0,0,arrival,4.6,-1.6,64,1019.0,12.3,29.5,0.0,0.0,98,3,18,12,27,1.0
6,WN,MCO,BWI,17.0,0,arrival,1.5,-0.1,89,1009.8,6.0,10.8,0.0,0.0,9,0,7,12,27,1.0
6,WN,MCO,BWI,185.0,0,arrival,3.3,-1.1,73,1019.6,7.8,19.4,0.0,0.0,100,3,16,12,27,1.0
6,WN,MCO,BWI,132.0,0,arrival,0.6,-0.9,90,1011.0,8.8,16.2,0.0,0.0,100,3,8,12,27,1.0
6,WN,MCO,BWI,111.0,0,arrival,3.8,-2.0,66,1020.8,7.6,25.6,0.0,0.0,80,3,21,12,27,1.0
6,WN,MCO,BWI,19.0,0,arrival,1.4,-0.7,86,1016.9,8.5,15.8,0.0,0.0,100,3,13,12,27,1.0
6,WN,MCO,BWI,54.0,0,arrival,0.9,-0.7,89,1012.6,8.8,17.3,0.0,0.0,9,0,10,12,27,1.0
6,WN,MCO,BWI,-7.0,0,arrival,1.2,0.3,93,1009.4,4.8,13.3,0.0,0.0,100,3,6,12,27,0.0
6,WN,MCO,BWI,67.0,0,arrival,2.4,-0.8,79,1019.4,8.7,19.8,0.0,0.0,100,3,15,12,27,1.0
6,WN,MDW,BWI,-28.0,0,arrival,2.3,0.1,85,1008.6,4.5,17.3,0.0,0.0,100,3,5,12,27,0.0
6,WN,MDW,BWI,-2.0,0,arrival,4.1,-1.5,67,1019.1,8.4,20.9,0.0,0.0,99,3,17,12,27,0.0
6,WN,MDW,BWI,-8.0,0,arrival,1.5,-0.8,84,1015.6,6.7,16.2,0.0,0.0,100,3,12,12,27,0.0
