departure_day_of_week,scheduled_departure_utc,carrier,flight_number,origin_airport,destination_airport,arrival_delay_minutes,is_cancelled,scheduled_arrival_utc,observed_at_utc,event_time_utc,flight_id,callsign,latitude,longitude,altitude_ft,ground_speed_kts,heading_deg,on_ground,raw_payload,direction,dep_weather_temperature_c,dep_weather_dewpoint_c,dep_weather_humidity_pct,dep_weather_pressure_hpa,dep_weather_wind_kph,dep_weather_gust_kph,dep_weather_visibility_km,dep_weather_precip_mm,dep_weather_snow_mm,dep_weather_cloud_cover_pct,dep_weather_condition_code
5,2025-12-19 10:35:00+00:00,WN,1446,BWI,BUF,-8.0,0.0,2025-12-19T22:25:00Z,2026-04-22T02:05:55+00:00,2025-12-19T10:35:00Z,WN1446_2025-12-19T10:35:00Z,WN1446,,,,,,,,departure,12.2,11.7,97,999.3,36.2,70.9,,2.7,0.0,98,63
5,2025-12-19 06:35:00+00:00,WN,1461,BWI,BUF,18.0,0.0,2025-12-19T14:30:00Z,2026-04-22T02:05:55+00:00,2025-12-19T06:35:00Z,WN1461_2025-12-19T06:35:00Z,WN1461,,,,,,,,departure,10.9,10.2,96,1008.4,19.9,38.2,,0.6,0.0,100,53
5,2025-12-19 22:50:00+00:00,WN,1624,BWI,BUF,2.0,0.0,2025-12-19T22:55:00Z,2026-04-22T02:05:55+00:00,2025-12-19T22:50:00Z,WN1624_2025-12-19T22:50:00Z,WN1624,,,,,,,,departure,4.8,-4.6,51,1007.1,27.4,64.8,,0.0,0.0,70,2
5,2025-12-19 18:45:00+00:00,WN,2179,BWI,BUF,0.0,0.0,2025-12-20T14:45:00Z,2026-04-22T02:05:55+00:00,2025-12-19T18:45:00Z,WN2179_2025-12-19T18:45:00Z,WN2179,,,,,,,,departure,12.2,5.2,62,998.6,24.2,74.9,,1.1,0.0,68,55
5,2025-12-19 13:20:00+00:00,WN,4172,BWI,BUF,53.0,0.0,2025-12-20T03:55:00Z,2026-04-22T02:05:55+00:00,2025-12-19T13:20:00Z,WN4172_2025-12-19T13:20:00Z,WN4172,,,,,,,,departure,14.4,13.6,96,996.2,20.8,45.7,,1.1,0.0,100,55
5,2025-12-19 08:40:00+00:00,WN,755,BWI,CHS,16.0,0.0,2025-12-19T19:20:00Z,2026-04-22T02:05:55+00:00,2025-12-19T08:40:00Z,WN755_2025-12-19T08:40:00Z,WN755,,,,,,,,departure,12.0,11.4,96,1004.8,27.6,51.5,,1.9,0.0,100,61
5,2025-12-19 11:35:00+00:00,WN,1629,BWI,CHS,-14.0,0.0,2025-12-20T00:55:00Z,2026-04-22T02:05:55+00:00,2025-12-19T11:35:00Z,WN1629_2025-12-19T11:35:00Z,WN1629,,,,,,,,departure,11.9,11.6,98,998.2,28.6,70.9,,3.0,0.0,100,63
5,2025-12-19 20:15:00+00:00,WN,2152,BWI,CHS,0.0,0.0,2025-12-20T18:15:00Z,2026-04-22T02:05:55+00:00,2025-12-19T20:15:00Z,WN2152_2025-12-19T20:15:00Z,WN2152,,,,,,,,departure,8.6,-1.4,50,1002.1,32.1,68.8,,0.0,0.0,28,1
5,2025-12-19 17:30:00+00:00,WN,2677,BWI,CHS,-13.0,0.0,2025-12-20T12:50:00Z,2026-04-22T02:05:55+00:00,2025-12-19T17:30:00Z,WN2677_2025-12-19T17:30:00Z,WN2677,,,,,,,,departure,11.6,4.6,62,998.7,20.8,46.1,,0.1,0.0,42,51
5,2025-12-19 10:45:00+00:00,WN,1138,BWI,CLE,19.0,0.0,2025-12-19T22:50:00Z,2026-04-22T02:05:55+00:00,2025-12-19T10:45:00Z,WN1138_2025-12-19T10:45:00Z,WN1138,,,,,,,,departure,12.2,11.7,97,999.3,36.2,70.9,,2.7,0.0,98,63
5,2025-12-19 22:45:00+00:00,WN,1369,BWI,CLE,31.0,0.0,2025-12-19T22:50:00Z,2026-04-22T02:05:55+00:00,2025-12-19T22:45:00Z,WN1369_2025-12-19T22:45:00Z,WN1369,,,,,,,,departure,4.8,-4.6,51,1007.1,27.4,64.8,,0.0,0.0,70,2
5,2025-12-19 17:45:00+00:00,WN,1894,BWI,CLE,-4.0,0.0,2025-12-20T12:55:00Z,2026-04-22T02:05:55+00:00,2025-12-19T17:45:00Z,WN1894_2025-12-19T17:45:00Z,WN1894,,,,,,,,departure,11.6,4.6,62,998.7,20.8,46.1,,0.1,0.0,42,51
5,2025-12-19 20:20:00+00:00,WN,140,BWI,CLT,7.0,0.0,2025-12-20T18:20:00Z,2026-04-22T02:05:55+00:00,2025-12-19T20:20:00Z,WN140_2025-12-19T20:20:00Z,WN140,,,,,,,,departure,8.6,-1.4,50,1002.1,32.1,68.8,,0.0,0.0,28,1
5,2025-12-19 15:20:00+00:00,WN,1575,BWI,CLT,53.0,0.0,2025-12-20T08:20:00Z,2026-04-22T02:05:55+00:00,2025-12-19T15:20:00Z,WN1575_2025-12-19T15:20:00Z,WN1575,,,,,,,,departure,11.6,9.4,87,996.7,14.9,37.8,,0.5,0.0,100,53
5,2025-12-19 08:10:00+00:00,WN,2260,BWI,CLT,9.0,0.0,2025-12-19T18:05:00Z,2026-04-22T02:05:55+00:00,2025-12-19T08:10:00Z,WN2260_2025-12-19T08:10:00Z,WN2260,,,,,,,,departure,12.0,11.4,96,1004.8,27.6,51.5,,1.9,0.0,100,61
5,2025-12-19 08:15:00+00:00,WN,1344,BWI,CMH,-7.0,0.0,2025-12-19T18:00:00Z,2026-04-22T02:05:55+00:00,2025-12-19T08:15:00Z,WN1344_2025-12-19T08:15:00Z,WN1344,,,,,,,,departure,12.0,11.4,96,1004.8,27.6,51.5,,1.9,0.0,100,61
5,2025-12-19 16:35:00+00:00,WN,1364,BWI,CMH,36.0,0.0,2025-12-20T10:35:00Z,2026-04-22T02:05:55+00:00,2025-12-19T16:35:00Z,WN1364_2025-12-19T16:35:00Z,WN1364,,,,,,,,departure,11.9,8.1,78,997.6,17.7,37.4,,0.0,0.0,100,3
5,2025-12-19 22:40:00+00:00,WN,1653,BWI,CMH,24.0,0.0,2025-12-19T22:45:00Z,2026-04-22T02:05:55+00:00,2025-12-19T22:40:00Z,WN1653_2025-12-19T22:40:00Z,WN1653,,,,,,,,departure,4.8,-4.6,51,1007.1,27.4,64.8,,0.0,0.0,70,2
5,2025-12-19 10:00:00+00:00,WN,4698,BWI,COS,34.0,0.0,2025-12-19T22:05:00Z,2026-04-22T02:05:55+00:00,2025-12-19T10:00:00Z,WN4698_2025-12-19T10:00:00Z,WN4698,,,,,,,,departure,12.2,11.7,97,999.3,36.2,70.9,,2.7,0.0,98,63
5,2025-12-19 22:40:00+00:00,WN,1151,BWI,CVG,38.0,0.0,2025-12-19T23:00:00Z,2026-04-22T02:05:55+00:00,2025-12-19T22:40:00Z,WN1151_2025-12-19T22:40:00Z,WN1151,,,,,,,,departure,4.8,-4.6,51,1007.1,27.4,64.8,,0.0,0.0,70,2
5,2025-12-19 10:45:00+00:00,WN,1561,BWI,CVG,11.0,0.0,2025-12-19T23:10:00Z,2026-04-22T02:05:55+00:00,2025-12-19T10:45:00Z,WN1561_2025-12-19T10:45:00Z,WN1561,,,,,,,,departure,12.2,11.7,97,999.3,36.2,70.9,,2.7,0.0,98,63
5,2025-12-19 06:15:00+00:00,WN,1657,BWI,DAL,-18.0,0.0,2025-12-19T15:00:00Z,2026-04-22T02:05:55+00:00,2025-12-19T06:15:00Z,WN1657_2025-12-19T06:15:00Z,WN1657,,,,,,,,departure,10.9,10.2,96,1008.4,19.9,38.2,,0.6,0.0,100,53
5,2025-12-19 08:25:00+00:00,WN,1658,BWI,DAL,16.0,0.0,2025-12-19T19:20:00Z,2026-04-22T02:05:55+00:00,2025-12-19T08:25:00Z,WN1658_2025-12-19T08:25:00Z,WN1658,,,,,,,,departure,12.0,11.4,96,1004.8,27.6,51.5,,1.9,0.0,100,61
5,2025-12-19 16:15:00+00:00,WN,1659,BWI,DAL,8.0,0.0,2025-12-20T10:55:00Z,2026-04-22T02:05:55+00:00,2025-12-19T16:15:00Z,WN1659_2025-12-19T16:15:00Z,WN1659,,,,,,,,departure,11.9,8.1,78,997.6,17.7,37.4,,0.0,0.0,100,3
5,2025-12-19 19:30:00+00:00,WN,1660,BWI,DAL,19.0,0.0,2025-12-20T17:30:00Z,2026-04-22T02:05:55+00:00,2025-12-19T19:30:00Z,WN1660_2025-12-19T19:30:00Z,WN1660,,,,,,,,departure,10.9,0.9,50,999.8,28.8,59.8,,0.0,0.0,23,1
5,2025-12-19 21:00:00+00:00,WN,1661,BWI,DAL,71.0,0.0,2025-12-20T20:30:00Z,2026-04-22T02:05:55+00:00,2025-12-19T21:00:00Z,WN1661_2025-12-19T21:00:00Z,WN1661,,,,,,,,departure,7.2,-2.8,49,1003.9,25.7,68.8,,0.0,0.0,96,3
5,2025-12-19 12:45:00+00:00,WN,4659,BWI,DAL,0.0,0.0,2025-12-20T03:55:00Z,2026-04-22T02:05:55+00:00,2025-12-19T12:45:00Z,WN4659_2025-12-19T12:45:00Z,WN4659,,,,,,,,departure,13.9,13.2,96,996.6,20.2,58.7,,1.2,0.0,100,55
5,2025-12-19 08:15:00+00:00,WN,1645,BWI,DEN,,0.0,2025-12-19T18:35:00Z,2026-04-22T02:05:55+00:00,2025-12-19T08:15:00Z,WN1645_2025-12-19T08:15:00Z,WN1645,,,,,,,,departure,12.0,11.4,96,1004.8,27.6,51.5,,1.9,0.0,100,61
5,2025-12-19 06:45:00+00:00,WN,1662,BWI,DEN,22.0,0.0,2025-12-19T15:35:00Z,2026-04-22T02:05:55+00:00,2025-12-19T06:45:00Z,WN1662_2025-12-19T06:45:00Z,WN1662,,,,,,,,departure,10.9,10.2,96,1008.4,19.9,38.2,,0.6,0.0,100,53
5,2025-12-19 15:10:00+00:00,WN,1666,BWI,DEN,220.0,0.0,2025-12-20T08:25:00Z,2026-04-22T02:05:55+00:00,2025-12-19T15:10:00Z,WN1666_2025-12-19T15:10:00Z,WN1666,,,,,,,,departure,11.6,9.4,87,996.7,14.9,37.8,,0.5,0.0,100,53
5,2025-12-19 18:15:00+00:00,WN,2461,BWI,DEN,80.0,0.0,2025-12-20T14:35:00Z,2026-04-22T02:05:55+00:00,2025-12-19T18:15:00Z,WN2461_2025-12-19T18:15:00Z,WN2461,,,,,,,,departure,12.2,5.2,62,998.6,24.2,74.9,,1.1,0.0,68,55
5,2025-12-19 12:15:00+00:00,WN,2797,BWI,DEN,25.0,0.0,2025-12-20T02:30:00Z,2026-04-22T02:05:55+00:00,2025-12-19T12:15:00Z,WN2797_2025-12-19T12:15:00Z,WN2797,,,,,,,,departure,13.9,13.2,96,996.6,20.2,58.7,,1.2,0.0,100,55
5,2025-12-19 21:40:00+00:00,WN,4217,BWI,DEN,110.0,0.0,2025-12-20T21:20:00Z,2026-04-22T02:05:55+00:00,2025-12-19T21:40:00Z,WN4217_2025-12-19T21:40:00Z,WN4217,,,,,,,,departure,7.2,-2.8,49,1003.9,25.7,68.8,,0.0,0.0,96,3
5,2025-12-19 22:45:00+00:00,WN,489,BWI,DTW,12.0,0.0,2025-12-19T23:05:00Z,2026-04-22T02:05:55+00:00,2025-12-19T22:45:00Z,WN489_2025-12-19T22:45:00Z,WN489,,,,,,,,departure,4.8,-4.6,51,1007.1,27.4,64.8,,0.0,0.0,70,2
5,2025-12-19 10:35:00+00:00,WN,1668,BWI,DTW,-2.0,0.0,2025-12-19T22:45:00Z,2026-04-22T02:05:55+00:00,2025-12-19T10:35:00Z,WN1668_2025-12-19T10:35:00Z,WN1668,,,,,,,,departure,12.2,11.7,97,999.3,36.2,70.9,,2.7,0.0,98,63
5,2025-12-19 20:15:00+00:00,WN,103,BWI,FLL,63.0,0.0,2025-12-20T19:10:00Z,2026-04-22T02:05:55+00:00,2025-12-19T20:15:00Z,WN103_2025-12-19T20:15:00Z,WN103,,,,,,,,departure,8.6,-1.4,50,1002.1,32.1,68.8,,0.0,0.0,28,1
5,2025-12-19 08:20:00+00:00,WN,693,BWI,FLL,80.0,0.0,2025-12-19T19:25:00Z,2026-04-22T02:05:55+00:00,2025-12-19T08:20:00Z,WN693_2025-12-19T08:20:00Z,WN693,,,,,,,,departure,12.0,11.4,96,1004.8,27.6,51.5,,1.9,0.0,100,61
5,2025-12-19 10:10:00+00:00,WN,1093,BWI,FLL,61.0,0.0,2025-12-19T23:00:00Z,2026-04-22T02:05:55+00:00,2025-12-19T10:10:00Z,WN1093_2025-12-19T10:10:00Z,WN1093,,,,,,,,departure,12.2,11.7,97,999.3,36.2,70.9,,2.7,0.0,98,63
5,2025-12-19 17:40:00+00:00,WN,1673,BWI,FLL,23.0,0.0,2025-12-20T14:00:00Z,2026-04-22T02:05:55+00:00,2025-12-19T17:40:00Z,WN1673_2025-12-19T17:40:00Z,WN1673,,,,,,,,departure,11.6,4.6,62,998.7,20.8,46.1,,0.1,0.0,42,51
5,2025-12-19 21:15:00+00:00,WN,1679,BWI,FLL,212.0,0.0,2025-12-20T21:10:00Z,2026-04-22T02:05:55+00:00,2025-12-19T21:15:00Z,WN1679_2025-12-19T21:15:00Z,WN1679,,,,,,,,departure,7.2,-2.8,49,1003.9,25.7,68.8,,0.0,0.0,96,3
5,2025-12-19 13:55:00+00:00,WN,2211,BWI,FLL,29.0,0.0,2025-12-20T06:30:00Z,2026-04-22T02:05:55+00:00,2025-12-19T13:55:00Z,WN2211_2025-12-19T13:55:00Z,WN2211,,,,,,,,departure,14.4,13.6,96,996.2,20.8,45.7,,1.1,0.0,100,55
5,2025-12-19 06:10:00+00:00,WN,2536,BWI,FLL,44.0,0.0,2025-12-19T15:00:00Z,2026-04-22T02:05:55+00:00,2025-12-19T06:10:00Z,WN2536_2025-12-19T06:10:00Z,WN2536,,,,,,,,departure,10.9,10.2,96,1008.4,19.9,38.2,,0.6,0.0,100,53
5,2025-12-19 12:10:00+00:00,WN,4408,BWI,GRR,-12.0,0.0,2025-12-20T02:05:00Z,2026-04-22T02:05:55+00:00,2025-12-19T12:10:00Z,WN4408_2025-12-19T12:10:00Z,WN4408,,,,,,,,departure,13.9,13.2,96,996.6,20.2,58.7,,1.2,0.0,100,55
5,2025-12-19 20:20:00+00:00,WN,867,BWI,GSP,25.0,0.0,2025-12-20T18:15:00Z,2026-04-22T02:05:55+00:00,2025-12-19T20:20:00Z,WN867_2025-12-19T20:20:00Z,WN867,,,,,,,,departure,8.6,-1.4,50,1002.1,32.1,68.8,,0.0,0.0,28,1
5,2025-12-19 08:25:00+00:00,WN,1153,BWI,GSP,-1.0,0.0,2025-12-19T18:30:00Z,2026-04-22T02:05:55+00:00,2025-12-19T08:25:00Z,WN1153_2025-12-19T08:25:00Z,WN1153,,,,,,,,departure,12.0,11.4,96,1004.8,27.6,51.5,,1.9,0.0,100,61
5,2025-12-19 21:45:00+00:00,WN,1571,BWI,HOU,-22.0,0.0,2025-12-19T22:05:00Z,2026-04-22T02:05:55+00:00,2025-12-19T21:45:00Z,WN1571_2025-12-19T21:45:00Z,WN1571,,,,,,,,departure,7.2,-2.8,49,1003.9,25.7,68.8,,0.0,0.0,96,3
5,2025-12-19 14:40:00+00:00,WN,1683,BWI,HOU,22.0,0.0,2025-12-20T07:55:00Z,2026-04-22T02:05:55+00:00,2025-12-19T14:40:00Z,WN1683_2025-12-19T14:40:00Z,WN1683,,,,,,,,departure,13.3,12.4,94,996.5,17.7,42.5,,0.4,0.0,100,51
5,2025-12-19 08:55:00+00:00,WN,1684,BWI,HOU,-4.0,0.0,2025-12-19T20:30:00Z,2026-04-22T02:05:55+00:00,2025-12-19T08:55:00Z,WN1684_2025-12-19T08:55:00Z,WN1684,,,,,,,,departure,12.0,11.4,96,1004.8,27.6,51.5,,1.9,0.0,100,61
5,2025-12-19 16:15:00+00:00,WN,4590,BWI,HOU,-2.0,0.0,2025-12-20T11:10:00Z,2026-04-22T02:05:55+00:00,2025-12-19T16:15:00Z,WN4590_2025-12-19T16:15:00Z,WN4590,,,,,,,,departure,11.9,8.1,78,997.6,17.7,37.4,,0.0,0.0,100,3
5,2025-12-19 18:15:00+00:00,WN,4669,BWI,HOU,-13.0,0.0,2025-12-20T15:05:00Z,2026-04-22T02:05:55+00:00,2025-12-19T18:15:00Z,WN4669_2025-12-19T18:15:00Z,WN4669,,,,,,,,departure,12.2,5.2,62,998.6,24.2,74.9,,1.1,0.0,68,55
5,2025-12-19 08:15:00+00:00,WN,1109,BWI,IND,-8.0,0.0,2025-12-19T18:20:00Z,2026-04-22T02:05:55+00:00,2025-12-19T08:15:00Z,WN1109_2025-12-19T08:15:00Z,WN1109,,,,,,,,departure,12.0,11.4,96,1004.8,27.6,51.5,,1.9,0.0,100,61
5,2025-12-19 16:20:00+00:00,WN,3062,BWI,IND,37.0,0.0,2025-12-20T10:30:00Z,2026-04-22T02:05:55+00:00,2025-12-19T16:20:00Z,WN3062_2025-12-19T16:20:00Z,WN3062,,,,,,,,departure,11.9,8.1,78,997.6,17.7,37.4,,0.0,0.0,100,3
5,2025-12-19 21:40:00+00:00,WN,4115,BWI,IND,6.0,0.0,2025-12-20T21:10:00Z,2026-04-22T02:05:55+00:00,2025-12-19T21:40:00Z,WN4115_2025-12-19T21:40:00Z,WN4115,,,,,,,,departure,7.2,-2.8,49,1003.9,25.7,68.8,,0.0,0.0,96,3
5,2025-12-19 22:45:00+00:00,WN,684,BWI,ISP,25.0,0.0,2025-12-20T22:40:00Z,2026-04-22T02:05:55+00:00,2025-12-19T22:45:00Z,WN684_2025-12-19T22:45:00Z,WN684,,,,,,,,departure,4.8,-4.6,51,1007.1,27.4,64.8,,0.0,0.0,70,2
5,2025-12-19 16:05:00+00:00,WN,2472,BWI,ISP,23.0,0.0,2025-12-20T09:20:00Z,2026-04-22T02:05:55+00:00,2025-12-19T16:05:00Z,WN2472_2025-12-19T16:05:00Z,WN2472,,,,,,,,departure,11.9,8.1,78,997.6,17.7,37.4,,0.0,0.0,100,3
5,2025-12-19 10:35:00+00:00,WN,4407,BWI,ISP,,0.0,2025-12-19T22:30:00Z,2026-04-22T02:05:55+00:00,2025-12-19T10:35:00Z,WN4407_2025-12-19T10:35:00Z,WN4407,,,,,,,,departure,12.2,11.7,97,999.3,36.2,70.9,,2.7,0.0,98,63
5,2025-12-19 18:00:00+00:00,WN,1489,BWI,JAN,4.0,0.0,2025-12-20T13:45:00Z,2026-04-22T02:05:55+00:00,2025-12-19T18:00:00Z,WN1489_2025-12-19T18:00:00Z,WN1489,,,,,,,,departure,12.2,5.2,62,998.6,24.2,74.9,,1.1,0.0,68,55
5,2025-12-19 16:00:00+00:00,WN,643,BWI,JAX,34.0,0.0,2025-12-20T10:10:00Z,2026-04-22T02:05:55+00:00,2025-12-19T16:00:00Z,WN643_2025-12-19T16:00:00Z,WN643,,,,,,,,departure,11.9,8.1,78,997.6,17.7,37.4,,0.0,0.0,100,3
5,2025-12-19 20:15:00+00:00,WN,1274,BWI,JAX,12.0,0.0,2025-12-20T18:35:00Z,2026-04-22T02:05:55+00:00,2025-12-19T20:15:00Z,WN1274_2025-12-19T20:15:00Z,WN1274,,,,,,,,departure,8.6,-1.4,50,1002.1,32.1,68.8,,0.0,0.0,28,1
5,2025-12-19 09:05:00+00:00,WN,1300,BWI,JAX,18.0,0.0,2025-12-19T20:25:00Z,2026-04-22T02:05:55+00:00,2025-12-19T09:05:00Z,WN1300_2025-12-19T09:05:00Z,WN1300,,,,,,,,departure,12.3,11.8,97,1002.0,31.8,64.4,,4.6,0.0,100,63
5,2025-12-19 17:55:00+00:00,WN,1708,BWI,JAX,26.0,0.0,2025-12-20T13:55:00Z,2026-04-22T02:05:55+00:00,2025-12-19T17:55:00Z,WN1708_2025-12-19T17:55:00Z,WN1708,,,,,,,,departure,11.6,4.6,62,998.7,20.8,46.1,,0.1,0.0,42,51
5,2025-12-19 10:55:00+00:00,WN,2867,BWI,JAX,-2.0,0.0,2025-12-20T00:00:00Z,2026-04-22T02:05:55+00:00,2025-12-19T10:55:00Z,WN2867_2025-12-19T10:55:00Z,WN2867,,,,,,,,departure,12.2,11.7,97,999.3,36.2,70.9,,2.7,0.0,98,63
5,2025-12-19 06:05:00+00:00,WN,667,BWI,LAS,60.0,0.0,2025-12-19T14:30:00Z,2026-04-22T02:05:55+00:00,2025-12-19T06:05:00Z,WN667_2025-12-19T06:05:00Z,WN667,,,,,,,,departure,10.9,10.2,96,1008.4,19.9,38.2,,0.6,0.0,100,53
5,2025-12-19 14:40:00+00:00,WN,1301,BWI,LAS,26.0,0.0,2025-12-20T07:40:00Z,2026-04-22T02:05:55+00:00,2025-12-19T14:40:00Z,WN1301_2025-12-19T14:40:00Z,WN1301,,,,,,,,departure,13.3,12.4,94,996.5,17.7,42.5,,0.4,0.0,100,51
5,2025-12-19 22:10:00+00:00,WN,2330,BWI,LAS,28.0,0.0,2025-12-19T22:40:00Z,2026-04-22T02:05:55+00:00,2025-12-19T22:10:00Z,WN2330_2025-12-19T22:10:00Z,WN2330,,,,,,,,departure,4.8,-4.6,51,1007.1,27.4,64.8,,0.0,0.0,70,2
5,2025-12-19 10:00:00+00:00,WN,2774,BWI,LAS,-27.0,0.0,2025-12-19T22:25:00Z,2026-04-22T02:05:55+00:00,2025-12-19T10:00:00Z,WN2774_2025-12-19T10:00:00Z,WN2774,,,,,,,,departure,12.2,11.7,97,999.3,36.2,70.9,,2.7,0.0,98,63
5,2025-12-19 19:35:00+00:00,WN,2990,BWI,LAS,99.0,0.0,2025-12-20T17:30:00Z,2026-04-22T02:05:55+00:00,2025-12-19T19:35:00Z,WN2990_2025-12-19T19:35:00Z,WN2990,,,,,,,,departure,10.9,0.9,50,999.8,28.8,59.8,,0.0,0.0,23,1
5,2025-12-19 07:15:00+00:00,WN,120,BWI,LAX,38.0,0.0,2025-12-19T17:25:00Z,2026-04-22T02:05:55+00:00,2025-12-19T07:15:00Z,WN120_2025-12-19T07:15:00Z,WN120,,,,,,,,departure,11.3,10.7,96,1006.6,22.5,42.5,,0.9,0.0,100,53
5,2025-12-19 20:15:00+00:00,WN,1194,BWI,LAX,47.0,0.0,2025-12-20T19:20:00Z,2026-04-22T02:05:55+00:00,2025-12-19T20:15:00Z,WN1194_2025-12-19T20:15:00Z,WN1194,,,,,,,,departure,8.6,-1.4,50,1002.1,32.1,68.8,,0.0,0.0,28,1
5,2025-12-19 14:30:00+00:00,WN,2656,BWI,LAX,51.0,0.0,2025-12-20T07:50:00Z,2026-04-22T02:05:55+00:00,2025-12-19T14:30:00Z,WN2656_2025-12-19T14:30:00Z,WN2656,,,,,,,,departure,13.3,12.4,94,996.5,17.7,42.5,,0.4,0.0,100,51
5,2025-12-19 15:25:00+00:00,WN,4829,BWI,LGB,,0.0,2025-12-20T09:30:00Z,2026-04-22T02:05:55+00:00,2025-12-19T15:25:00Z,WN4829_2025-12-19T15:25:00Z,WN4829,,,,,,,,departure,11.6,9.4,87,996.7,14.9,37.8,,0.5,0.0,100,53
5,2025-12-19 14:15:00+00:00,WN,645,BWI,MCI,23.0,0.0,2025-12-20T06:20:00Z,2026-04-22T02:05:55+00:00,2025-12-19T14:15:00Z,WN645_2025-12-19T14:15:00Z,WN645,,,,,,,,departure,13.3,12.4,94,996.5,17.7,42.5,,0.4,0.0,100,51
5,2025-12-19 21:00:00+00:00,WN,1732,BWI,MCI,19.0,0.0,2025-12-20T19:50:00Z,2026-04-22T02:05:55+00:00,2025-12-19T21:00:00Z,WN1732_2025-12-19T21:00:00Z,WN1732,,,,,,,,departure,7.2,-2.8,49,1003.9,25.7,68.8,,0.0,0.0,96,3
5,2025-12-19 08:25:00+00:00,WN,2468,BWI,MCI,1.0,0.0,2025-12-19T18:45:00Z,2026-04-22T02:05:55+00:00,2025-12-19T08:25:00Z,WN2468_2025-12-19T08:25:00Z,WN2468,,,,,,,,departure,12.0,11.4,96,1004.8,27.6,51.5,,1.9,0.0,100,61
5,2025-12-19 09:45:00+00:00,WN,1473,BWI,MCO,24.0,0.0,2025-12-19T22:00:00Z,2026-04-22T02:05:55+00:00,2025-12-19T09:45:00Z,WN1473_2025-12-19T09:45:00Z,WN1473,,,,,,,,departure,12.3,11.8,97,1002.0,31.8,64.4,,4.6,0.0,100,63
5,2025-12-19 06:05:00+00:00,WN,1733,BWI,MCO,-4.0,0.0,2025-12-19T14:40:00Z,2026-04-22T02:05:55+00:00,2025-12-19T06:05:00Z,WN1733_2025-12-19T06:05:00Z,WN1733,,,,,,,,departure,10.9,10.2,96,1008.4,19.9,38.2,,0.6,0.0,100,53
5,2025-12-19 08:40:00+00:00,WN,1734,BWI,MCO,15.0,0.0,2025-12-19T20:00:00Z,2026-04-22T02:05:55+00:00,2025-12-19T08:40:00Z,WN1734_2025-12-19T08:40:00Z,WN1734,,,,,,,,departure,12.0,11.4,96,1004.8,27.6,51.5,,1.9,0.0,100,61
5,2025-12-19 11:55:00+00:00,WN,1740,BWI,MCO,8.0,0.0,2025-12-20T02:20:00Z,2026-04-22T02:05:55+00:00,2025-12-19T11:55:00Z,WN1740_2025-12-19T11:55:00Z,WN1740,,,,,,,,departure,11.9,11.6,98,998.2,28.6,70.9,,3.0,0.0,100,63
5,2025-12-19 15:15:00+00:00,WN,1744,BWI,MCO,1.0,0.0,2025-12-20T09:00:00Z,2026-04-22T02:05:55+00:00,2025-12-19T15:15:00Z,WN1744_2025-12-19T15:15:00Z,WN1744,,,,,,,,departure,11.6,9.4,87,996.7,14.9,37.8,,0.5,0.0,100,53
5,2025-12-19 20:20:00+00:00,WN,1813,BWI,MCO,95.0,0.0,2025-12-20T19:05:00Z,2026-04-22T02:05:55+00:00,2025-12-19T20:20:00Z,WN1813_2025-12-19T20:20:00Z,WN1813,,,,,,,,departure,8.6,-1.4,50,1002.1,32.1,68.8,,0.0,0.0,28,1
5,2025-12-19 12:45:00+00:00,WN,1970,BWI,MCO,9.0,0.0,2025-12-20T04:00:00Z,2026-04-22T02:05:55+00:00,2025-12-19T12:45:00Z,WN1970_2025-12-19T12:45:00Z,WN1970,,,,,,,,departure,13.9,13.2,96,996.6,20.2,58.7,,1.2,0.0,100,55
5,2025-12-19 17:30:00+00:00,WN,3071,BWI,MCO,85.0,0.0,2025-12-20T13:30:00Z,2026-04-22T02:05:55+00:00,2025-12-19T17:30:00Z,WN3071_2025-12-19T17:30:00Z,WN3071,,,,,,,,departure,11.6,4.6,62,998.7,20.8,46.1,,0.1,0.0,42,51
5,2025-12-19 21:25:00+00:00,WN,4282,BWI,MCO,150.0,0.0,2025-12-20T21:20:00Z,2026-04-22T02:05:55+00:00,2025-12-19T21:25:00Z,WN4282_2025-12-19T21:25:00Z,WN4282,,,,,,,,departure,7.2,-2.8,49,1003.9,25.7,68.8,,0.0,0.0,96,3
5,2025-12-19 18:55:00+00:00,WN,4852,BWI,MCO,,1.0,2025-12-20T16:20:00Z,2026-04-22T02:05:55+00:00,2025-12-19T18:55:00Z,WN4852_2025-12-19T18:55:00Z,WN4852,,,,,,,,departure,12.2,5.2,62,998.6,24.2,74.9,,1.1,0.0,68,55
5,2025-12-19 07:55:00+00:00,WN,1752,BWI,MDW,25.0,0.0,2025-12-19T16:55:00Z,2026-04-22T02:05:55+00:00,2025-12-19T07:55:00Z,WN1752_2025-12-19T07:55:00Z,WN1752,,,,,,,,departure,11.3,10.7,96,1006.6,22.5,42.5,,0.9,0.0,100,53
5,2025-12-19 09:15:00+00:00,WN,1753,BWI,MDW,-10.0,0.0,2025-12-19T19:40:00Z,2026-04-22T02:05:55+00:00,2025-12-19T09:15:00Z,WN1753_2025-12-19T09:15:00Z,WN1753,,,,,,,,departure,12.3,11.8,97,1002.0,31.8,64.4,,4.6,0.0,100,63
